año,mes,variable,valor,fuente,qa_policy,n_valid_pixels,n_total_pixels,valid_pixel_pct
2026,4,luminosidad_nocturna_logmedia,0.0762,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,192423,4300361.0,4.4746
2026,4,luminosidad_nocturna_mediana,0.0,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,192423,4300361.0,4.4746
2026,4,luminosidad_nocturna_mensual_nwcm2sr,0.2265,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,192423,4300361.0,4.4746
2026,4,luminosidad_nocturna_p90,0.5038,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,192423,4300361.0,4.4746
2026,5,luminosidad_nocturna_frac_iluminada,9.1352,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,317312,4300361.0,7.3787
2026,5,luminosidad_nocturna_logmedia,0.2631,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,317312,4300361.0,7.3787
2026,5,luminosidad_nocturna_mediana,0.0,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,317312,4300361.0,7.3787
2026,5,luminosidad_nocturna_mensual_nwcm2sr,1.3408,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,317312,4300361.0,7.3787
2026,5,luminosidad_nocturna_p90,0.9159,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,317312,4300361.0,7.3787
2026,6,luminosidad_nocturna_frac_iluminada,8.5731,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,31319,4300361.0,0.7283
2026,6,luminosidad_nocturna_logmedia,0.3055,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,31319,4300361.0,0.7283
2026,6,luminosidad_nocturna_mediana,0.0,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,31319,4300361.0,0.7283
2026,6,luminosidad_nocturna_mensual_nwcm2sr,0.7184,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,31319,4300361.0,0.7283
2026,6,luminosidad_nocturna_p90,0.9189,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,31319,4300361.0,0.7283
2026,7,luminosidad_nocturna_frac_iluminada,1.1848,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,72167,4300361.0,1.6782
2026,7,luminosidad_nocturna_logmedia,0.0403,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,72167,4300361.0,1.6782
2026,7,luminosidad_nocturna_mediana,0.0,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,72167,4300361.0,1.6782
2026,7,luminosidad_nocturna_mensual_nwcm2sr,0.1934,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,72167,4300361.0,1.6782
2026,7,luminosidad_nocturna_p90,0.0,"NASA Black Marble VNP46A3 (LAADS DAAC, coleccion 002), radiancia NearNadir Composite Snow Free sobre Venezuela (mascara venezuela_states.geojson, 5 tiles). nW/cm2/sr salvo frac_iluminada (%).",good_only_v2,72167,4300361.0,1.6782
