ano,estado,estado_cod,ntl_idx,fuente
2008,Yaracuy,YA,12.9146,Li et al. (2020/2024) Figshare:9828827 file:17626016 Harmonized NTL 2008 calDMSP
2008,Zulia,ZU,12.734,Li et al. (2020/2024) Figshare:9828827 file:17626016 Harmonized NTL 2008 calDMSP
2009,Amazonas,AM,21.0707,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Anzoategui,AN,14.7748,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Apure,AP,13.2874,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Aragua,AR,19.8331,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Barinas,BA,12.1962,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Bolivar,BO,15.5235,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Carabobo,CA,17.8778,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Cojedes,CO,15.889,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Delta Amacuro,DE,16.9036,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Dependencias Fed.,DF,17.9336,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Distrito Capital,DC,45.0383,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Falcon,FA,12.09,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Guarico,GU,12.2125,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Lara,LA,12.5884,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Merida,ME,10.0846,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Miranda,MI,20.3052,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Monagas,MO,14.5681,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Nueva Esparta,NE,22.0071,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Portuguesa,PO,11.7442,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Sucre,SU,10.554,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Tachira,TA,11.5272,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Trujillo,TR,10.5262,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Vargas,VA,25.7036,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Yaracuy,YA,12.9014,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2009,Zulia,ZU,14.9926,Li et al. (2020/2024) Figshare:9828827 file:17626019 Harmonized NTL 2009 calDMSP
2010,Amazonas,AM,11.1494,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Anzoategui,AN,12.2344,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Apure,AP,9.3114,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Aragua,AR,17.8142,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Barinas,BA,8.6345,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Bolivar,BO,12.6441,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Carabobo,CA,15.0657,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Cojedes,CO,12.8527,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Delta Amacuro,DE,14.6197,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Dependencias Fed.,DF,16.3644,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Distrito Capital,DC,43.8142,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Falcon,FA,9.1779,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Guarico,GU,9.132,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Lara,LA,9.8436,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Merida,ME,7.3605,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Miranda,MI,18.3199,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Monagas,MO,12.1657,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Nueva Esparta,NE,20.6382,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Portuguesa,PO,8.6223,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Sucre,SU,9.1328,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Tachira,TA,8.9197,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Trujillo,TR,8.4119,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Vargas,VA,23.0691,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Yaracuy,YA,9.7766,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2010,Zulia,ZU,11.0688,Li et al. (2020/2024) Figshare:9828827 file:17626022 Harmonized NTL 2010 calDMSP
2011,Amazonas,AM,11.7066,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Anzoategui,AN,13.7697,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Apure,AP,9.7261,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Aragua,AR,17.5023,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Barinas,BA,9.0724,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Bolivar,BO,13.6507,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Carabobo,CA,15.3204,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Cojedes,CO,12.7061,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Delta Amacuro,DE,15.4969,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Dependencias Fed.,DF,16.758,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Distrito Capital,DC,45.4828,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Falcon,FA,9.963,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Guarico,GU,9.759,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Lara,LA,10.2078,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Merida,ME,7.9722,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Miranda,MI,17.92,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Monagas,MO,14.3826,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Nueva Esparta,NE,21.6566,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Portuguesa,PO,8.9558,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Sucre,SU,9.3541,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Tachira,TA,9.4917,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Trujillo,TR,8.8262,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Vargas,VA,22.6227,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Yaracuy,YA,10.0795,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2011,Zulia,ZU,12.719,Li et al. (2020/2024) Figshare:9828827 file:17626025 Harmonized NTL 2011 calDMSP
2012,Amazonas,AM,12.5965,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Anzoategui,AN,17.2698,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Apure,AP,11.9678,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Aragua,AR,21.7234,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Barinas,BA,10.7192,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Bolivar,BO,15.2766,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Carabobo,CA,17.5948,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Cojedes,CO,15.2712,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Delta Amacuro,DE,17.54,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Dependencias Fed.,DF,21.1348,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Distrito Capital,DC,47.2308,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Falcon,FA,11.3863,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Guarico,GU,13.6165,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Lara,LA,11.8668,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Merida,ME,9.3226,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Miranda,MI,23.3715,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Monagas,MO,17.7295,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Nueva Esparta,NE,26.0176,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Portuguesa,PO,10.6499,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Sucre,SU,12.3234,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Tachira,TA,11.2061,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Trujillo,TR,10.19,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Vargas,VA,30.5565,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Yaracuy,YA,11.7761,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2012,Zulia,ZU,13.6823,Li et al. (2020/2024) Figshare:9828827 file:17626031 Harmonized NTL 2012 calDMSP
2013,Amazonas,AM,13.7904,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Anzoategui,AN,17.9751,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Apure,AP,11.8614,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Aragua,AR,22.6685,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Barinas,BA,10.8669,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Bolivar,BO,15.4487,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Carabobo,CA,18.4416,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Cojedes,CO,15.9017,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Delta Amacuro,DE,17.0598,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Dependencias Fed.,DF,21.2344,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Distrito Capital,DC,47.2213,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Falcon,FA,11.3188,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Guarico,GU,14.4087,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Lara,LA,11.9939,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Merida,ME,9.2618,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Miranda,MI,24.3208,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Monagas,MO,18.8037,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Nueva Esparta,NE,26.1594,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Portuguesa,PO,10.7152,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Sucre,SU,12.232,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Tachira,TA,11.0442,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Trujillo,TR,10.4644,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Vargas,VA,31.1411,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Yaracuy,YA,12.0509,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2013,Zulia,ZU,13.7803,Li et al. (2020/2024) Figshare:9828827 file:17626034 Harmonized NTL 2013 calDMSP
2014,Amazonas,AM,16.3703,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Anzoategui,AN,22.9641,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Apure,AP,14.1277,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Aragua,AR,29.3737,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Barinas,BA,17.5848,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Bolivar,BO,20.0522,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Carabobo,CA,27.4478,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Cojedes,CO,23.82,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Delta Amacuro,DE,25.6496,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Dependencias Fed.,DF,28.9995,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Distrito Capital,DC,51.8022,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Falcon,FA,20.7592,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Guarico,GU,15.8548,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Lara,LA,19.5436,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Merida,ME,16.8289,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Miranda,MI,28.8543,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Monagas,MO,24.1786,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Nueva Esparta,NE,34.3169,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Portuguesa,PO,17.61,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Sucre,SU,16.6924,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Tachira,TA,19.9285,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Trujillo,TR,17.4235,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Vargas,VA,39.5235,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Yaracuy,YA,19.8431,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2014,Zulia,ZU,24.3382,Li et al. (2020/2024) Figshare:9828827 file:57065276 Harmonized NTL 2014 simVIIRS
2015,Amazonas,AM,15.785,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Anzoategui,AN,22.0682,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Apure,AP,13.6932,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Aragua,AR,28.0781,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Barinas,BA,17.107,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Bolivar,BO,19.3057,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Carabobo,CA,26.2471,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Cojedes,CO,22.5833,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Delta Amacuro,DE,24.3308,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Dependencias Fed.,DF,28.4058,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Distrito Capital,DC,50.0553,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Falcon,FA,20.2363,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Guarico,GU,15.3363,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Lara,LA,19.2178,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Merida,ME,16.3805,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Miranda,MI,27.285,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Monagas,MO,23.3207,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Nueva Esparta,NE,33.0545,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Portuguesa,PO,17.2138,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Sucre,SU,15.7652,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Tachira,TA,18.8854,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Trujillo,TR,16.7769,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Vargas,VA,37.5621,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Yaracuy,YA,19.129,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2015,Zulia,ZU,23.4767,Li et al. (2020/2024) Figshare:9828827 file:57065321 Harmonized NTL 2015 simVIIRS
2016,Amazonas,AM,14.7113,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Anzoategui,AN,23.4106,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Apure,AP,13.6352,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Aragua,AR,28.2841,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Barinas,BA,18.0632,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Bolivar,BO,19.3914,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Carabobo,CA,26.7082,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Cojedes,CO,21.8003,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Delta Amacuro,DE,25.7889,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Dependencias Fed.,DF,29.3202,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Distrito Capital,DC,49.3292,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Falcon,FA,21.3806,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Guarico,GU,14.8284,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Lara,LA,19.7646,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Merida,ME,16.1907,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Miranda,MI,28.2253,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Monagas,MO,24.5492,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Nueva Esparta,NE,32.8885,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Portuguesa,PO,17.5365,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Sucre,SU,16.2974,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Tachira,TA,18.9395,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Trujillo,TR,16.2333,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Vargas,VA,38.0441,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Yaracuy,YA,19.8896,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2016,Zulia,ZU,23.526,Li et al. (2020/2024) Figshare:9828827 file:57065291 Harmonized NTL 2016 simVIIRS
2017,Amazonas,AM,14.6877,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Anzoategui,AN,19.2695,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Apure,AP,12.5797,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Aragua,AR,24.9583,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Barinas,BA,15.0814,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Bolivar,BO,15.5702,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Carabobo,CA,23.1333,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Cojedes,CO,20.6579,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Delta Amacuro,DE,21.492,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Dependencias Fed.,DF,25.4964,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Distrito Capital,DC,46.6754,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Falcon,FA,18.0361,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Guarico,GU,13.3009,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Lara,LA,17.1226,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Merida,ME,13.5666,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Miranda,MI,24.1844,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Monagas,MO,20.2152,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Nueva Esparta,NE,29.3838,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Portuguesa,PO,15.1409,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Sucre,SU,14.1267,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Tachira,TA,15.917,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Trujillo,TR,14.6326,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
