origin_date,target_date,horizon,model,model_spec,aic,y_true,y_pred,lower_80,upper_80,lower_95,upper_95,coverage_pct_target,absolute_error,squared_error,bias_error,inside_80,inside_95
2018-06-01,2018-12-01,6,ets,,,49.69,57.3802,,,,,96.0,7.6902,59.1387,7.6902,,
2018-09-01,2018-10-01,1,naive,,,52.6,55.43,,,,,96.0,2.83,8.0089,2.83,,
2018-09-01,2018-10-01,1,seasonal_naive,,,52.6,62.26,,,,,96.0,9.66,93.3156,9.66,,
2018-09-01,2018-10-01,1,ets,,,52.6,55.4673,,,,,96.0,2.8673,8.2213,2.8673,,
2018-09-01,2018-12-01,3,naive,,,49.69,55.43,,,,,96.0,5.74,32.9476,5.74,,
2018-09-01,2018-12-01,3,seasonal_naive,,,49.69,61.82,,,,,96.0,12.13,147.1369,12.13,,
2018-09-01,2018-12-01,3,ets,,,49.69,54.4099,,,,,96.0,4.7199,22.2778,4.7199,,
2018-09-01,2019-03-01,6,naive,,,41.51,55.43,,,,,96.0,13.92,193.7664,13.92,,
2018-09-01,2019-03-01,6,seasonal_naive,,,41.51,59.92,,,,,96.0,18.41,338.9281,18.41,,
2018-09-01,2019-03-01,6,ets,,,41.51,54.2233,,,,,96.0,12.7133,161.6268,12.7133,,
2018-12-01,2019-01-01,1,naive,,,44.45,49.69,,,,,96.0,5.24,27.4576,5.24,,
2018-12-01,2019-01-01,1,seasonal_naive,,,44.45,58.32,,,,,96.0,13.87,192.3769,13.87,,
2018-12-01,2019-01-01,1,ets,,,44.45,49.4754,,,,,96.0,5.0254,25.2551,5.0254,,
2018-12-01,2019-01-01,1,sarima,"SARIMA(1, 1, 1)x(1, 1, 1, 12)",457.48041379175004,44.45,48.228,43.4685,52.9874,40.949,55.507,96.0,3.778,14.273,3.778,True,True
2018-12-01,2019-03-01,3,naive,,,41.51,49.69,,,,,96.0,8.18,66.9124,8.18,,
2018-12-01,2019-03-01,3,seasonal_naive,,,41.51,59.92,,,,,96.0,18.41,338.9281,18.41,,
2018-12-01,2019-03-01,3,ets,,,41.51,51.3686,,,,,96.0,9.8586,97.1922,9.8586,,
2018-12-01,2019-03-01,3,sarima,"SARIMA(1, 1, 1)x(1, 1, 1, 12)",457.48041379175004,41.51,51.5088,45.2405,57.7771,41.9223,61.0953,96.0,9.9988,99.9762,9.9988,False,False
2018-12-01,2019-06-01,6,naive,,,46.33,49.69,,,,,96.0,3.36,11.2896,3.36,,
2018-12-01,2019-06-01,6,seasonal_naive,,,46.33,58.1,,,,,96.0,11.77,138.5329,11.77,,
2018-12-01,2019-06-01,6,ets,,,46.33,50.0116,,,,,96.0,3.6816,13.5542,3.6816,,
2018-12-01,2019-06-01,6,sarima,"SARIMA(1, 1, 1)x(1, 1, 1, 12)",457.48041379175004,46.33,50.2668,43.1302,57.4033,39.3523,61.1812,96.0,3.9368,15.4982,3.9368,True,True
2019-03-01,2019-04-01,1,naive,,,43.73,41.51,,,,,96.0,2.22,4.9284,-2.22,,
2019-03-01,2019-04-01,1,seasonal_naive,,,43.73,57.28,,,,,96.0,13.55,183.6025,13.55,,
2019-03-01,2019-04-01,1,ets,,,43.73,41.832,,,,,96.0,1.898,3.6024,-1.898,,
2019-03-01,2019-06-01,3,naive,,,46.33,41.51,,,,,96.0,4.82,23.2324,-4.82,,
2019-03-01,2019-06-01,3,seasonal_naive,,,46.33,58.1,,,,,96.0,11.77,138.5329,11.77,,
2019-03-01,2019-06-01,3,ets,,,46.33,40.9697,,,,,96.0,5.3603,28.7323,-5.3603,,
2019-03-01,2019-09-01,6,naive,,,46.59,41.51,,,,,96.0,5.08,25.8064,-5.08,,
2019-03-01,2019-09-01,6,seasonal_naive,,,46.59,55.43,,,,,96.0,8.84,78.1456,8.84,,
2019-03-01,2019-09-01,6,ets,,,46.59,40.1651,,,,,96.0,6.4249,41.279,-6.4249,,
2019-06-01,2019-07-01,1,naive,,,45.43,46.33,,,,,96.0,0.9,0.81,0.9,,
2019-06-01,2019-07-01,1,seasonal_naive,,,45.43,56.34,,,,,96.0,10.91,119.0281,10.91,,
2019-06-01,2019-07-01,1,ets,,,45.43,44.688,,,,,96.0,0.742,0.5505,-0.742,,
2019-06-01,2019-09-01,3,naive,,,46.59,46.33,,,,,96.0,0.26,0.0676,-0.26,,
2019-06-01,2019-09-01,3,seasonal_naive,,,46.59,55.43,,,,,96.0,8.84,78.1456,8.84,,
2019-06-01,2019-09-01,3,ets,,,46.59,43.769,,,,,96.0,2.821,7.9579,-2.821,,
2019-06-01,2019-12-01,6,naive,,,47.6,46.33,,,,,96.0,1.27,1.6129,-1.27,,
2019-06-01,2019-12-01,6,seasonal_naive,,,47.6,49.69,,,,,96.0,2.09,4.3681,2.09,,
2019-06-01,2019-12-01,6,ets,,,47.6,43.6069,,,,,96.0,3.9931,15.9445,-3.9931,,
2019-09-01,2019-10-01,1,naive,,,46.97,46.59,,,,,96.0,0.38,0.1444,-0.38,,
2019-09-01,2019-10-01,1,seasonal_naive,,,46.97,52.6,,,,,96.0,5.63,31.6969,5.63,,
2019-09-01,2019-10-01,1,ets,,,46.97,47.275,,,,,96.0,0.305,0.093,0.305,,
2019-09-01,2019-12-01,3,naive,,,47.6,46.59,,,,,96.0,1.01,1.0201,-1.01,,
2019-09-01,2019-12-01,3,seasonal_naive,,,47.6,49.69,,,,,96.0,2.09,4.3681,2.09,,
2019-09-01,2019-12-01,3,ets,,,47.6,46.012,,,,,96.0,1.588,2.5218,-1.588,,
2019-09-01,2020-03-01,6,naive,,,30.86,46.59,,,,,96.0,15.73,247.4329,15.73,,
2019-09-01,2020-03-01,6,seasonal_naive,,,30.86,41.51,,,,,96.0,10.65,113.4225,10.65,,
2019-09-01,2020-03-01,6,ets,,,30.86,44.9843,,,,,96.0,14.1243,199.496,14.1243,,
2019-12-01,2020-01-01,1,naive,,,46.48,47.6,,,,,96.0,1.12,1.2544,1.12,,
2019-12-01,2020-01-01,1,seasonal_naive,,,46.48,44.45,,,,,96.0,2.03,4.1209,-2.03,,
2019-12-01,2020-01-01,1,ets,,,46.48,44.9441,,,,,96.0,1.5359,2.3591,-1.5359,,
2019-12-01,2020-01-01,1,sarima,"SARIMA(1, 1, 1)x(1, 1, 1, 12)",518.4172928718339,46.48,43.2485,38.6323,47.8647,36.1887,50.3084,96.0,3.2315,10.4424,-3.2315,True,True
2019-12-01,2020-03-01,3,naive,,,30.86,47.6,,,,,96.0,16.74,280.2276,16.74,,
2019-12-01,2020-03-01,3,seasonal_naive,,,30.86,41.51,,,,,96.0,10.65,113.4225,10.65,,
2019-12-01,2020-03-01,3,ets,,,30.86,46.3541,,,,,96.0,15.4941,240.0677,15.4941,,
2019-12-01,2020-03-01,3,sarima,"SARIMA(1, 1, 1)x(1, 1, 1, 12)",518.4172928718339,30.86,43.387,37.0695,49.7046,33.7251,53.0489,96.0,12.527,156.926,12.527,False,False
2019-12-01,2020-06-01,6,naive,,,36.93,47.6,,,,,96.0,10.67,113.8489,10.67,,
2019-12-01,2020-06-01,6,seasonal_naive,,,36.93,46.33,,,,,96.0,9.4,88.36,9.4,,
2019-12-01,2020-06-01,6,ets,,,36.93,45.615,,,,,96.0,8.685,75.43,8.685,,
2019-12-01,2020-06-01,6,sarima,"SARIMA(1, 1, 1)x(1, 1, 1, 12)",518.4172928718339,36.93,43.1982,35.8872,50.5092,32.017,54.3794,96.0,6.2682,39.2899,6.2682,True,True
2020-03-01,2020-04-01,1,naive,,,33.48,30.86,,,,,96.0,2.62,6.8644,-2.62,,
2020-03-01,2020-04-01,1,seasonal_naive,,,33.48,43.73,,,,,96.0,10.25,105.0625,10.25,,
2020-03-01,2020-04-01,1,ets,,,33.48,35.2795,,,,,96.0,1.7995,3.2384,1.7995,,
2020-03-01,2020-06-01,3,naive,,,36.93,30.86,,,,,96.0,6.07,36.8449,-6.07,,
2020-03-01,2020-06-01,3,seasonal_naive,,,36.93,46.33,,,,,96.0,9.4,88.36,9.4,,
2020-03-01,2020-06-01,3,ets,,,36.93,34.7636,,,,,96.0,2.1664,4.6931,-2.1664,,
2020-03-01,2020-09-01,6,naive,,,38.88,30.86,,,,,96.0,8.02,64.3204,-8.02,,
2020-03-01,2020-09-01,6,seasonal_naive,,,38.88,46.59,,,,,96.0,7.71,59.4441,7.71,,
2020-03-01,2020-09-01,6,ets,,,38.88,34.0657,,,,,96.0,4.8143,23.1771,-4.8143,,
2020-06-01,2020-07-01,1,naive,,,38.54,36.93,,,,,96.0,1.61,2.5921,-1.61,,
2020-06-01,2020-07-01,1,seasonal_naive,,,38.54,45.43,,,,,96.0,6.89,47.4721,6.89,,
2020-06-01,2020-07-01,1,ets,,,38.54,35.7627,,,,,96.0,2.7773,7.7136,-2.7773,,
2020-06-01,2020-09-01,3,naive,,,38.88,36.93,,,,,96.0,1.95,3.8025,-1.95,,
2020-06-01,2020-09-01,3,seasonal_naive,,,38.88,46.59,,,,,96.0,7.71,59.4441,7.71,,
2020-06-01,2020-09-01,3,ets,,,38.88,35.0511,,,,,96.0,3.8289,14.6608,-3.8289,,
2020-06-01,2020-12-01,6,naive,,,45.26,36.93,,,,,96.0,8.33,69.3889,-8.33,,
2020-06-01,2020-12-01,6,seasonal_naive,,,45.26,47.6,,,,,96.0,2.34,5.4756,2.34,,
2020-06-01,2020-12-01,6,ets,,,45.26,35.007,,,,,96.0,10.253,105.1234,-10.253,,
2020-09-01,2020-10-01,1,naive,,,42.96,38.88,,,,,96.0,4.08,16.6464,-4.08,,
2020-09-01,2020-10-01,1,seasonal_naive,,,42.96,46.97,,,,,96.0,4.01,16.0801,4.01,,
2020-09-01,2020-10-01,1,ets,,,42.96,40.2001,,,,,96.0,2.7599,7.617,-2.7599,,
2020-09-01,2020-12-01,3,naive,,,45.26,38.88,,,,,96.0,6.38,40.7044,-6.38,,
2020-09-01,2020-12-01,3,seasonal_naive,,,45.26,47.6,,,,,96.0,2.34,5.4756,2.34,,
2020-09-01,2020-12-01,3,ets,,,45.26,39.126,,,,,96.0,6.134,37.6256,-6.134,,
