archivo_origen,variable,año,valor_verificado,raw_sha256,raw_canonical_lf_sha256,estado_observacion,fecha_publicacion,evidencia,evidence_sha256,url
imf.csv,inflacion_ipc_imf_pct,2011,26.1,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2012,21.1,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2013,40.6,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2014,62.2,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2015,121.7,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2016,254.9,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2017,438.1,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2018,65374.1,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2019,19906.0,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2020,2355.1,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2021,1588.5,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2022,186.5,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2023,337.5,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2024,49.4,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2025,252.0,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,inflacion_ipc_imf_pct,2026,387.4,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_estimacion_o_proyeccion_del_FMI,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2000,14.0,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2001,13.4,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2002,16.0,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2003,18.2,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2004,15.1,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2005,12.2,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2006,10.0,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2007,8.5,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2008,7.4,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2009,7.9,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2010,8.5,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
imf.csv,desempleo_pct,2011,8.2,a1810ac89320236c7e5653b7db32d2f34bee7eb35357a65296deb4fd594d4370,33aeeb8b241ba2e4a5570972f2524b1607d4f1dac0d6a827c8eb21c8dab2b1b0,WEO_historico_segun_proveedor_revisable,2026-04-14T13:00:00Z,weo_apr2026.xlsx,b29239cb48f8b895d1e526070c4fde01147bc8f6bd3b86f636363bb6bd87fe7a,https://data.imf.org/-/media/iData/External-Storage/Documents/2F78EE59F79143A7921E5E203D3AAA80/en/WEOApr2026all.xlsx
